plataforma,equipamento,tipo_sensor,valor,unidade,timestamp
Plataforma A,SensorBox 3,temperatura,62.34,C,2025-03-22T16:35:01.986086+00:00
Plataforma A,SensorBox 3,umidade,78.31,%,2025-03-22T16:35:01.986086+00:00
Plataforma A,SensorBox 3,pressao,49.73,Pa,2025-03-22T16:35:01.986086+00:00
Plataforma C,SensorBox 2,temperatura,52.27,C,2025-03-22T16:35:01.986091+00:00
Plataforma C,SensorBox 2,umidade,68.57,%,2025-03-22T16:35:01.986091+00:00
Plataforma C,SensorBox 2,pressao,71.59,Pa,2025-03-22T16:35:01.986091+00:00
Plataforma C,SensorBox 1,temperatura,59.89,C,2025-03-22T16:35:01.986097+00:00
Plataforma C,SensorBox 1,umidade,83.51,%,2025-03-22T16:35:01.986097+00:00
Plataforma C,SensorBox 1,pressao,39.79,Pa,2025-03-22T16:35:01.986097+00:00
Plataforma A,SensorBox 3,temperatura,34.95,C,2025-03-22T16:35:01.986103+00:00
Plataforma A,SensorBox 3,umidade,86.38,%,2025-03-22T16:35:01.986103+00:00
Plataforma A,SensorBox 3,pressao,91.46,Pa,2025-03-22T16:35:01.986103+00:00
Plataforma A,SensorBox 1,temperatura,82.88,C,2025-03-22T16:35:01.986109+00:00
Plataforma A,SensorBox 1,umidade,73.52,%,2025-03-22T16:35:01.986109+00:00
Plataforma A,SensorBox 1,pressao,88.35,Pa,2025-03-22T16:35:01.986109+00:00
Plataforma B,SensorBox 2,temperatura,80.42,C,2025-03-22T16:35:01.986115+00:00
Plataforma B,SensorBox 2,umidade,72.68,%,2025-03-22T16:35:01.986115+00:00
Plataforma B,SensorBox 2,pressao,20.32,Pa,2025-03-22T16:35:01.986115+00:00
Plataforma C,SensorBox 1,temperatura,30.6,C,2025-03-22T16:35:01.986121+00:00
Plataforma C,SensorBox 1,umidade,69.54,%,2025-03-22T16:35:01.986121+00:00
Plataforma C,SensorBox 1,pressao,88.25,Pa,2025-03-22T16:35:01.986121+00:00
Plataforma B,SensorBox 2,temperatura,70.57,C,2025-03-22T16:35:01.986127+00:00
Plataforma B,SensorBox 2,umidade,15.2,%,2025-03-22T16:35:01.986127+00:00
Plataforma B,SensorBox 2,pressao,92.9,Pa,2025-03-22T16:35:01.986127+00:00
Plataforma B,SensorBox 1,temperatura,25.87,C,2025-03-22T16:35:01.986134+00:00
Plataforma B,SensorBox 1,umidade,61.78,%,2025-03-22T16:35:01.986134+00:00
Plataforma B,SensorBox 1,pressao,86.07,Pa,2025-03-22T16:35:01.986134+00:00
Plataforma B,SensorBox 3,temperatura,49.2,C,2025-03-22T16:35:01.986140+00:00
Plataforma B,SensorBox 3,umidade,93.35,%,2025-03-22T16:35:01.986140+00:00
Plataforma B,SensorBox 3,pressao,97.39,Pa,2025-03-22T16:35:01.986140+00:00
Plataforma C,SensorBox 2,temperatura,41.31,C,2025-03-22T16:35:01.986146+00:00
Plataforma C,SensorBox 2,umidade,37.24,%,2025-03-22T16:35:01.986146+00:00
Plataforma C,SensorBox 2,pressao,47.17,Pa,2025-03-22T16:35:01.986146+00:00
Plataforma B,SensorBox 3,temperatura,87.2,C,2025-03-22T16:35:01.986151+00:00
Plataforma B,SensorBox 3,umidade,16.59,%,2025-03-22T16:35:01.986151+00:00
Plataforma B,SensorBox 3,pressao,63.6,Pa,2025-03-22T16:35:01.986151+00:00
Plataforma A,SensorBox 1,temperatura,77.12,C,2025-03-22T16:35:01.986157+00:00
Plataforma A,SensorBox 1,umidade,61.64,%,2025-03-22T16:35:01.986157+00:00
Plataforma A,SensorBox 1,pressao,37.51,Pa,2025-03-22T16:35:01.986157+00:00
Plataforma A,SensorBox 1,temperatura,98.32,C,2025-03-22T16:35:01.986163+00:00
Plataforma A,SensorBox 1,umidade,33.31,%,2025-03-22T16:35:01.986163+00:00
Plataforma A,SensorBox 1,pressao,88.15,Pa,2025-03-22T16:35:01.986163+00:00
Plataforma A,SensorBox 1,temperatura,58.65,C,2025-03-22T16:35:01.986171+00:00
Plataforma A,SensorBox 1,umidade,34.27,%,2025-03-22T16:35:01.986171+00:00
Plataforma A,SensorBox 1,pressao,84.61,Pa,2025-03-22T16:35:01.986171+00:00
Plataforma A,SensorBox 3,temperatura,36.02,C,2025-03-22T16:35:01.986180+00:00
Plataforma A,SensorBox 3,umidade,46.23,%,2025-03-22T16:35:01.986180+00:00
Plataforma A,SensorBox 3,pressao,86.26,Pa,2025-03-22T16:35:01.986180+00:00
Plataforma A,SensorBox 2,temperatura,41.19,C,2025-03-22T16:35:01.986192+00:00
Plataforma A,SensorBox 2,umidade,42.08,%,2025-03-22T16:35:01.986192+00:00
Plataforma A,SensorBox 2,pressao,53.93,Pa,2025-03-22T16:35:01.986192+00:00
Plataforma B,SensorBox 2,temperatura,37.64,C,2025-03-22T16:35:01.986204+00:00
Plataforma B,SensorBox 2,umidade,30.91,%,2025-03-22T16:35:01.986204+00:00
Plataforma B,SensorBox 2,pressao,81.31,Pa,2025-03-22T16:35:01.986204+00:00
Plataforma C,SensorBox 3,temperatura,89.4,C,2025-03-22T16:35:01.986212+00:00
Plataforma C,SensorBox 3,umidade,61.91,%,2025-03-22T16:35:01.986212+00:00
Plataforma C,SensorBox 3,pressao,25.85,Pa,2025-03-22T16:35:01.986212+00:00
Plataforma B,SensorBox 3,temperatura,79.51,C,2025-03-22T16:35:01.986218+00:00
Plataforma B,SensorBox 3,umidade,81.39,%,2025-03-22T16:35:01.986218+00:00
Plataforma B,SensorBox 3,pressao,34.14,Pa,2025-03-22T16:35:01.986218+00:00
Plataforma C,SensorBox 1,temperatura,27.3,C,2025-03-22T16:35:01.986224+00:00
Plataforma C,SensorBox 1,umidade,47.91,%,2025-03-22T16:35:01.986224+00:00
Plataforma C,SensorBox 1,pressao,27.81,Pa,2025-03-22T16:35:01.986224+00:00
Plataforma C,SensorBox 2,temperatura,46.3,C,2025-03-22T16:35:01.986230+00:00
Plataforma C,SensorBox 2,umidade,28.01,%,2025-03-22T16:35:01.986230+00:00
Plataforma C,SensorBox 2,pressao,86.29,Pa,2025-03-22T16:35:01.986230+00:00
Plataforma C,SensorBox 3,temperatura,35.09,C,2025-03-22T16:35:01.986236+00:00
Plataforma C,SensorBox 3,umidade,77.06,%,2025-03-22T16:35:01.986236+00:00
Plataforma C,SensorBox 3,pressao,17.35,Pa,2025-03-22T16:35:01.986236+00:00
Plataforma B,SensorBox 2,temperatura,48.48,C,2025-03-22T16:35:01.986242+00:00
Plataforma B,SensorBox 2,umidade,60.54,%,2025-03-22T16:35:01.986242+00:00
Plataforma B,SensorBox 2,pressao,64.2,Pa,2025-03-22T16:35:01.986242+00:00
Plataforma C,SensorBox 1,temperatura,39.42,C,2025-03-22T16:35:01.986248+00:00
Plataforma C,SensorBox 1,umidade,86.19,%,2025-03-22T16:35:01.986248+00:00
Plataforma C,SensorBox 1,pressao,32.62,Pa,2025-03-22T16:35:01.986248+00:00
Plataforma A,SensorBox 2,temperatura,75.46,C,2025-03-22T16:35:01.986254+00:00
Plataforma A,SensorBox 2,umidade,38.29,%,2025-03-22T16:35:01.986254+00:00
Plataforma A,SensorBox 2,pressao,37.44,Pa,2025-03-22T16:35:01.986254+00:00
Plataforma B,SensorBox 3,temperatura,86.69,C,2025-03-22T16:35:01.986260+00:00
Plataforma B,SensorBox 3,umidade,59.0,%,2025-03-22T16:35:01.986260+00:00
Plataforma B,SensorBox 3,pressao,10.47,Pa,2025-03-22T16:35:01.986260+00:00
Plataforma A,SensorBox 3,temperatura,31.45,C,2025-03-22T16:35:01.986266+00:00
Plataforma A,SensorBox 3,umidade,42.54,%,2025-03-22T16:35:01.986266+00:00
Plataforma A,SensorBox 3,pressao,17.2,Pa,2025-03-22T16:35:01.986266+00:00
Plataforma A,SensorBox 1,temperatura,94.24,C,2025-03-22T16:35:01.986272+00:00
Plataforma A,SensorBox 1,umidade,23.08,%,2025-03-22T16:35:01.986272+00:00
Plataforma A,SensorBox 1,pressao,32.4,Pa,2025-03-22T16:35:01.986272+00:00
Plataforma B,SensorBox 3,temperatura,82.87,C,2025-03-22T16:35:01.986281+00:00
Plataforma B,SensorBox 3,umidade,54.71,%,2025-03-22T16:35:01.986281+00:00
Plataforma B,SensorBox 3,pressao,42.0,Pa,2025-03-22T16:35:01.986281+00:00
Plataforma C,SensorBox 1,temperatura,36.2,C,2025-03-22T16:35:01.986293+00:00
Plataforma C,SensorBox 1,umidade,88.92,%,2025-03-22T16:35:01.986293+00:00
Plataforma C,SensorBox 1,pressao,26.0,Pa,2025-03-22T16:35:01.986293+00:00
Plataforma A,SensorBox 2,temperatura,75.55,C,2025-03-22T16:35:01.986305+00:00
Plataforma A,SensorBox 2,umidade,77.47,%,2025-03-22T16:35:01.986305+00:00
Plataforma A,SensorBox 2,pressao,70.03,Pa,2025-03-22T16:35:01.986305+00:00
Plataforma C,SensorBox 2,temperatura,92.08,C,2025-03-22T16:35:01.986313+00:00
Plataforma C,SensorBox 2,umidade,33.88,%,2025-03-22T16:35:01.986313+00:00
Plataforma C,SensorBox 2,pressao,48.44,Pa,2025-03-22T16:35:01.986313+00:00
Plataforma A,SensorBox 3,temperatura,96.41,C,2025-03-22T16:35:01.986323+00:00
Plataforma A,SensorBox 3,umidade,69.16,%,2025-03-22T16:35:01.986323+00:00
Plataforma A,SensorBox 3,pressao,34.52,Pa,2025-03-22T16:35:01.986323+00:00
Plataforma A,SensorBox 1,temperatura,62.07,C,2025-03-22T16:35:01.986333+00:00
Plataforma A,SensorBox 1,umidade,43.53,%,2025-03-22T16:35:01.986333+00:00
Plataforma A,SensorBox 1,pressao,45.44,Pa,2025-03-22T16:35:01.986333+00:00
Plataforma C,SensorBox 1,temperatura,22.22,C,2025-03-22T16:35:01.986340+00:00
Plataforma C,SensorBox 1,umidade,60.38,%,2025-03-22T16:35:01.986340+00:00
Plataforma C,SensorBox 1,pressao,91.19,Pa,2025-03-22T16:35:01.986340+00:00
Plataforma C,SensorBox 2,temperatura,74.16,C,2025-03-22T16:35:01.986346+00:00
Plataforma C,SensorBox 2,umidade,97.04,%,2025-03-22T16:35:01.986346+00:00
Plataforma C,SensorBox 2,pressao,93.09,Pa,2025-03-22T16:35:01.986346+00:00
Plataforma C,SensorBox 2,temperatura,59.11,C,2025-03-22T16:35:01.986352+00:00
Plataforma C,SensorBox 2,umidade,57.62,%,2025-03-22T16:35:01.986352+00:00
Plataforma C,SensorBox 2,pressao,40.85,Pa,2025-03-22T16:35:01.986352+00:00
Plataforma A,SensorBox 2,temperatura,89.32,C,2025-03-22T16:35:01.986357+00:00
Plataforma A,SensorBox 2,umidade,31.44,%,2025-03-22T16:35:01.986357+00:00
Plataforma A,SensorBox 2,pressao,79.01,Pa,2025-03-22T16:35:01.986357+00:00
Plataforma B,SensorBox 2,temperatura,82.75,C,2025-03-22T16:35:01.986363+00:00
Plataforma B,SensorBox 2,umidade,22.04,%,2025-03-22T16:35:01.986363+00:00
Plataforma B,SensorBox 2,pressao,48.01,Pa,2025-03-22T16:35:01.986363+00:00
Plataforma B,SensorBox 3,temperatura,87.02,C,2025-03-22T16:35:01.986369+00:00
Plataforma B,SensorBox 3,umidade,62.07,%,2025-03-22T16:35:01.986369+00:00
Plataforma B,SensorBox 3,pressao,27.45,Pa,2025-03-22T16:35:01.986369+00:00
Plataforma B,SensorBox 1,temperatura,84.05,C,2025-03-22T16:35:01.986375+00:00
Plataforma B,SensorBox 1,umidade,70.27,%,2025-03-22T16:35:01.986375+00:00
Plataforma B,SensorBox 1,pressao,35.88,Pa,2025-03-22T16:35:01.986375+00:00
Plataforma A,SensorBox 1,temperatura,23.33,C,2025-03-22T16:35:01.986381+00:00
Plataforma A,SensorBox 1,umidade,12.72,%,2025-03-22T16:35:01.986381+00:00
Plataforma A,SensorBox 1,pressao,61.98,Pa,2025-03-22T16:35:01.986381+00:00
Plataforma C,SensorBox 1,temperatura,68.28,C,2025-03-22T16:35:01.986387+00:00
Plataforma C,SensorBox 1,umidade,24.65,%,2025-03-22T16:35:01.986387+00:00
Plataforma C,SensorBox 1,pressao,94.13,Pa,2025-03-22T16:35:01.986387+00:00
Plataforma C,SensorBox 2,temperatura,23.17,C,2025-03-22T16:35:01.986393+00:00
Plataforma C,SensorBox 2,umidade,57.93,%,2025-03-22T16:35:01.986393+00:00
Plataforma C,SensorBox 2,pressao,66.65,Pa,2025-03-22T16:35:01.986393+00:00
Plataforma C,SensorBox 2,temperatura,96.14,C,2025-03-22T16:35:01.986399+00:00
Plataforma C,SensorBox 2,umidade,80.95,%,2025-03-22T16:35:01.986399+00:00
Plataforma C,SensorBox 2,pressao,82.13,Pa,2025-03-22T16:35:01.986399+00:00
Plataforma C,SensorBox 3,temperatura,73.7,C,2025-03-22T16:35:01.986405+00:00
Plataforma C,SensorBox 3,umidade,99.45,%,2025-03-22T16:35:01.986405+00:00
Plataforma C,SensorBox 3,pressao,79.3,Pa,2025-03-22T16:35:01.986405+00:00
Plataforma A,SensorBox 1,temperatura,73.39,C,2025-03-22T16:35:01.986411+00:00
Plataforma A,SensorBox 1,umidade,55.14,%,2025-03-22T16:35:01.986411+00:00
Plataforma A,SensorBox 1,pressao,48.31,Pa,2025-03-22T16:35:01.986411+00:00
Plataforma B,SensorBox 3,temperatura,47.53,C,2025-03-22T16:35:01.986418+00:00
Plataforma B,SensorBox 3,umidade,36.7,%,2025-03-22T16:35:01.986418+00:00
Plataforma B,SensorBox 3,pressao,86.81,Pa,2025-03-22T16:35:01.986418+00:00
Plataforma B,SensorBox 2,temperatura,66.95,C,2025-03-22T16:35:01.986424+00:00
Plataforma B,SensorBox 2,umidade,47.28,%,2025-03-22T16:35:01.986424+00:00
Plataforma B,SensorBox 2,pressao,36.81,Pa,2025-03-22T16:35:01.986424+00:00
Plataforma A,SensorBox 2,temperatura,16.26,C,2025-03-22T16:35:01.986429+00:00
Plataforma A,SensorBox 2,umidade,34.85,%,2025-03-22T16:35:01.986429+00:00
Plataforma A,SensorBox 2,pressao,62.06,Pa,2025-03-22T16:35:01.986429+00:00
Plataforma C,SensorBox 1,temperatura,37.68,C,2025-03-22T16:35:01.986435+00:00
Plataforma C,SensorBox 1,umidade,90.55,%,2025-03-22T16:35:01.986435+00:00
Plataforma C,SensorBox 1,pressao,89.58,Pa,2025-03-22T16:35:01.986435+00:00
Plataforma C,SensorBox 3,temperatura,38.59,C,2025-03-22T16:35:01.986441+00:00
Plataforma C,SensorBox 3,umidade,67.3,%,2025-03-22T16:35:01.986441+00:00
Plataforma C,SensorBox 3,pressao,21.94,Pa,2025-03-22T16:35:01.986441+00:00
Plataforma B,SensorBox 3,temperatura,65.94,C,2025-03-22T16:35:01.986447+00:00
Plataforma B,SensorBox 3,umidade,86.04,%,2025-03-22T16:35:01.986447+00:00
Plataforma B,SensorBox 3,pressao,62.22,Pa,2025-03-22T16:35:01.986447+00:00
Plataforma C,SensorBox 2,temperatura,51.71,C,2025-03-22T16:35:01.986453+00:00
Plataforma C,SensorBox 2,umidade,72.5,%,2025-03-22T16:35:01.986453+00:00
Plataforma C,SensorBox 2,pressao,44.84,Pa,2025-03-22T16:35:01.986453+00:00
Plataforma A,SensorBox 1,temperatura,51.86,C,2025-03-22T16:35:01.986460+00:00
Plataforma A,SensorBox 1,umidade,96.97,%,2025-03-22T16:35:01.986460+00:00
Plataforma A,SensorBox 1,pressao,15.42,Pa,2025-03-22T16:35:01.986460+00:00
Plataforma C,SensorBox 3,temperatura,75.61,C,2025-03-22T16:35:01.986466+00:00
Plataforma C,SensorBox 3,umidade,13.79,%,2025-03-22T16:35:01.986466+00:00
Plataforma C,SensorBox 3,pressao,94.85,Pa,2025-03-22T16:35:01.986466+00:00
Plataforma B,SensorBox 3,temperatura,47.0,C,2025-03-22T16:35:01.986472+00:00
Plataforma B,SensorBox 3,umidade,31.44,%,2025-03-22T16:35:01.986472+00:00
Plataforma B,SensorBox 3,pressao,50.25,Pa,2025-03-22T16:35:01.986472+00:00
Plataforma A,SensorBox 2,temperatura,72.4,C,2025-03-22T16:35:01.986478+00:00
Plataforma A,SensorBox 2,umidade,99.11,%,2025-03-22T16:35:01.986478+00:00
Plataforma A,SensorBox 2,pressao,17.67,Pa,2025-03-22T16:35:01.986478+00:00
Plataforma C,SensorBox 3,temperatura,85.41,C,2025-03-22T16:35:01.986484+00:00
Plataforma C,SensorBox 3,umidade,16.99,%,2025-03-22T16:35:01.986484+00:00
Plataforma C,SensorBox 3,pressao,16.13,Pa,2025-03-22T16:35:01.986484+00:00
Plataforma A,SensorBox 3,temperatura,61.5,C,2025-03-22T16:35:01.986515+00:00
Plataforma A,SensorBox 3,umidade,17.38,%,2025-03-22T16:35:01.986515+00:00
Plataforma A,SensorBox 3,pressao,59.83,Pa,2025-03-22T16:35:01.986515+00:00
Plataforma B,SensorBox 2,temperatura,47.32,C,2025-03-22T16:35:01.986521+00:00
Plataforma B,SensorBox 2,umidade,21.49,%,2025-03-22T16:35:01.986521+00:00
Plataforma B,SensorBox 2,pressao,31.13,Pa,2025-03-22T16:35:01.986521+00:00
Plataforma C,SensorBox 1,temperatura,32.45,C,2025-03-22T16:35:01.986527+00:00
Plataforma C,SensorBox 1,umidade,71.85,%,2025-03-22T16:35:01.986527+00:00
Plataforma C,SensorBox 1,pressao,53.46,Pa,2025-03-22T16:35:01.986527+00:00
Plataforma C,SensorBox 1,temperatura,56.86,C,2025-03-22T16:35:01.986550+00:00
Plataforma C,SensorBox 1,umidade,50.56,%,2025-03-22T16:35:01.986550+00:00
Plataforma C,SensorBox 1,pressao,32.96,Pa,2025-03-22T16:35:01.986550+00:00
Plataforma B,SensorBox 1,temperatura,86.47,C,2025-03-22T16:35:01.986556+00:00
Plataforma B,SensorBox 1,umidade,26.14,%,2025-03-22T16:35:01.986556+00:00
Plataforma B,SensorBox 1,pressao,12.03,Pa,2025-03-22T16:35:01.986556+00:00
Plataforma A,SensorBox 1,temperatura,98.45,C,2025-03-22T16:35:01.986561+00:00
Plataforma A,SensorBox 1,umidade,90.19,%,2025-03-22T16:35:01.986561+00:00
Plataforma A,SensorBox 1,pressao,91.01,Pa,2025-03-22T16:35:01.986561+00:00
Plataforma C,SensorBox 2,temperatura,19.24,C,2025-03-22T16:35:01.986567+00:00
Plataforma C,SensorBox 2,umidade,97.03,%,2025-03-22T16:35:01.986567+00:00
Plataforma C,SensorBox 2,pressao,80.63,Pa,2025-03-22T16:35:01.986567+00:00
Plataforma C,SensorBox 2,temperatura,93.31,C,2025-03-22T16:35:01.986573+00:00
Plataforma C,SensorBox 2,umidade,31.43,%,2025-03-22T16:35:01.986573+00:00
Plataforma C,SensorBox 2,pressao,29.43,Pa,2025-03-22T16:35:01.986573+00:00
Plataforma B,SensorBox 2,temperatura,67.25,C,2025-03-22T16:35:01.986579+00:00
Plataforma B,SensorBox 2,umidade,54.02,%,2025-03-22T16:35:01.986579+00:00
Plataforma B,SensorBox 2,pressao,81.64,Pa,2025-03-22T16:35:01.986579+00:00
Plataforma C,SensorBox 2,temperatura,82.0,C,2025-03-22T16:35:01.986585+00:00
Plataforma C,SensorBox 2,umidade,79.24,%,2025-03-22T16:35:01.986585+00:00
Plataforma C,SensorBox 2,pressao,76.35,Pa,2025-03-22T16:35:01.986585+00:00
Plataforma A,SensorBox 1,temperatura,66.26,C,2025-03-22T16:35:01.986591+00:00
Plataforma A,SensorBox 1,umidade,82.66,%,2025-03-22T16:35:01.986591+00:00
Plataforma A,SensorBox 1,pressao,95.73,Pa,2025-03-22T16:35:01.986591+00:00
Plataforma A,SensorBox 2,temperatura,29.97,C,2025-03-22T16:35:01.986597+00:00
Plataforma A,SensorBox 2,umidade,12.63,%,2025-03-22T16:35:01.986597+00:00
Plataforma A,SensorBox 2,pressao,81.84,Pa,2025-03-22T16:35:01.986597+00:00
Plataforma C,SensorBox 1,temperatura,69.37,C,2025-03-22T16:35:01.986603+00:00
Plataforma C,SensorBox 1,umidade,42.26,%,2025-03-22T16:35:01.986603+00:00
Plataforma C,SensorBox 1,pressao,21.45,Pa,2025-03-22T16:35:01.986603+00:00
Plataforma A,SensorBox 2,temperatura,36.54,C,2025-03-22T16:35:01.986630+00:00
Plataforma A,SensorBox 2,umidade,18.32,%,2025-03-22T16:35:01.986630+00:00
Plataforma A,SensorBox 2,pressao,48.53,Pa,2025-03-22T16:35:01.986630+00:00
Plataforma A,SensorBox 3,temperatura,86.31,C,2025-03-22T16:35:01.986642+00:00
Plataforma A,SensorBox 3,umidade,96.35,%,2025-03-22T16:35:01.986642+00:00
Plataforma A,SensorBox 3,pressao,36.93,Pa,2025-03-22T16:35:01.986642+00:00
Plataforma A,SensorBox 3,temperatura,62.4,C,2025-03-22T16:35:01.986649+00:00
Plataforma A,SensorBox 3,umidade,55.85,%,2025-03-22T16:35:01.986649+00:00
Plataforma A,SensorBox 3,pressao,66.85,Pa,2025-03-22T16:35:01.986649+00:00
Plataforma B,SensorBox 1,temperatura,48.69,C,2025-03-22T16:35:01.986655+00:00
Plataforma B,SensorBox 1,umidade,74.46,%,2025-03-22T16:35:01.986655+00:00
Plataforma B,SensorBox 1,pressao,58.85,Pa,2025-03-22T16:35:01.986655+00:00
Plataforma B,SensorBox 3,temperatura,18.11,C,2025-03-22T16:35:01.986661+00:00
Plataforma B,SensorBox 3,umidade,23.68,%,2025-03-22T16:35:01.986661+00:00
Plataforma B,SensorBox 3,pressao,54.53,Pa,2025-03-22T16:35:01.986661+00:00
Plataforma A,SensorBox 1,temperatura,20.9,C,2025-03-22T16:35:01.986667+00:00
Plataforma A,SensorBox 1,umidade,53.64,%,2025-03-22T16:35:01.986667+00:00
Plataforma A,SensorBox 1,pressao,93.37,Pa,2025-03-22T16:35:01.986667+00:00
Plataforma A,SensorBox 1,temperatura,49.0,C,2025-03-22T16:35:01.986672+00:00
Plataforma A,SensorBox 1,umidade,63.21,%,2025-03-22T16:35:01.986672+00:00
Plataforma A,SensorBox 1,pressao,56.12,Pa,2025-03-22T16:35:01.986672+00:00
Plataforma C,SensorBox 3,temperatura,87.57,C,2025-03-22T16:35:01.986678+00:00
Plataforma C,SensorBox 3,umidade,99.51,%,2025-03-22T16:35:01.986678+00:00
Plataforma C,SensorBox 3,pressao,74.43,Pa,2025-03-22T16:35:01.986678+00:00
Plataforma A,SensorBox 3,temperatura,13.87,C,2025-03-22T16:35:01.986684+00:00
Plataforma A,SensorBox 3,umidade,20.16,%,2025-03-22T16:35:01.986684+00:00
Plataforma A,SensorBox 3,pressao,65.81,Pa,2025-03-22T16:35:01.986684+00:00
Plataforma A,SensorBox 2,temperatura,42.68,C,2025-03-22T16:35:01.986690+00:00
Plataforma A,SensorBox 2,umidade,53.92,%,2025-03-22T16:35:01.986690+00:00
Plataforma A,SensorBox 2,pressao,19.63,Pa,2025-03-22T16:35:01.986690+00:00
Plataforma A,SensorBox 3,temperatura,19.52,C,2025-03-22T16:35:01.986695+00:00
Plataforma A,SensorBox 3,umidade,88.62,%,2025-03-22T16:35:01.986695+00:00
Plataforma A,SensorBox 3,pressao,39.78,Pa,2025-03-22T16:35:01.986695+00:00
Plataforma A,SensorBox 3,temperatura,26.92,C,2025-03-22T16:35:01.986701+00:00
Plataforma A,SensorBox 3,umidade,91.62,%,2025-03-22T16:35:01.986701+00:00
Plataforma A,SensorBox 3,pressao,52.11,Pa,2025-03-22T16:35:01.986701+00:00
Plataforma B,SensorBox 3,temperatura,70.1,C,2025-03-22T16:35:01.986707+00:00
Plataforma B,SensorBox 3,umidade,21.72,%,2025-03-22T16:35:01.986707+00:00
Plataforma B,SensorBox 3,pressao,33.64,Pa,2025-03-22T16:35:01.986707+00:00
Plataforma C,SensorBox 3,temperatura,29.87,C,2025-03-22T16:35:01.986712+00:00
Plataforma C,SensorBox 3,umidade,31.3,%,2025-03-22T16:35:01.986712+00:00
Plataforma C,SensorBox 3,pressao,58.91,Pa,2025-03-22T16:35:01.986712+00:00
Plataforma C,SensorBox 1,temperatura,14.8,C,2025-03-22T16:35:01.986718+00:00
Plataforma C,SensorBox 1,umidade,14.62,%,2025-03-22T16:35:01.986718+00:00
Plataforma C,SensorBox 1,pressao,84.75,Pa,2025-03-22T16:35:01.986718+00:00
Plataforma B,SensorBox 1,temperatura,37.14,C,2025-03-22T16:35:01.986724+00:00
Plataforma B,SensorBox 1,umidade,66.89,%,2025-03-22T16:35:01.986724+00:00
Plataforma B,SensorBox 1,pressao,71.07,Pa,2025-03-22T16:35:01.986724+00:00
Plataforma B,SensorBox 2,temperatura,24.39,C,2025-03-22T16:35:01.986729+00:00
Plataforma B,SensorBox 2,umidade,28.32,%,2025-03-22T16:35:01.986729+00:00
Plataforma B,SensorBox 2,pressao,44.68,Pa,2025-03-22T16:35:01.986729+00:00
Plataforma A,SensorBox 1,temperatura,89.62,C,2025-03-22T16:35:01.986735+00:00
Plataforma A,SensorBox 1,umidade,30.02,%,2025-03-22T16:35:01.986735+00:00
Plataforma A,SensorBox 1,pressao,63.06,Pa,2025-03-22T16:35:01.986735+00:00
Plataforma B,SensorBox 1,temperatura,60.55,C,2025-03-22T16:35:01.986741+00:00
Plataforma B,SensorBox 1,umidade,19.69,%,2025-03-22T16:35:01.986741+00:00
Plataforma B,SensorBox 1,pressao,71.93,Pa,2025-03-22T16:35:01.986741+00:00
Plataforma C,SensorBox 2,temperatura,13.95,C,2025-03-22T16:35:01.986746+00:00
Plataforma C,SensorBox 2,umidade,77.16,%,2025-03-22T16:35:01.986746+00:00
Plataforma C,SensorBox 2,pressao,34.45,Pa,2025-03-22T16:35:01.986746+00:00
Plataforma A,SensorBox 3,temperatura,15.05,C,2025-03-22T16:35:01.986752+00:00
Plataforma A,SensorBox 3,umidade,61.45,%,2025-03-22T16:35:01.986752+00:00
Plataforma A,SensorBox 3,pressao,86.28,Pa,2025-03-22T16:35:01.986752+00:00
Plataforma A,SensorBox 3,temperatura,42.85,C,2025-03-22T16:35:01.986758+00:00
Plataforma A,SensorBox 3,umidade,62.94,%,2025-03-22T16:35:01.986758+00:00
Plataforma A,SensorBox 3,pressao,36.77,Pa,2025-03-22T16:35:01.986758+00:00
Plataforma C,SensorBox 1,temperatura,33.5,C,2025-03-22T16:35:01.986764+00:00
Plataforma C,SensorBox 1,umidade,64.6,%,2025-03-22T16:35:01.986764+00:00
Plataforma C,SensorBox 1,pressao,31.3,Pa,2025-03-22T16:35:01.986764+00:00
Plataforma C,SensorBox 1,temperatura,31.47,C,2025-03-22T16:35:01.986769+00:00
Plataforma C,SensorBox 1,umidade,22.28,%,2025-03-22T16:35:01.986769+00:00
Plataforma C,SensorBox 1,pressao,65.93,Pa,2025-03-22T16:35:01.986769+00:00
Plataforma A,SensorBox 1,temperatura,44.33,C,2025-03-22T16:35:01.986775+00:00
